uri|property|term|subhierarchy
http://snomed.info/id/737094009|http://www.w3.org/2004/02/skos/core#prefLabel|Coagulation process|Process
http://snomed.info/id/737095005|http://www.w3.org/2004/02/skos/core#prefLabel|Activated clotting process|Process
http://snomed.info/id/737096006|http://www.w3.org/2004/02/skos/core#prefLabel|Extrinsic pathway coagulation process|Process
http://snomed.info/id/737096006|http://www.w3.org/2004/02/skos/core#altLabel|Prothrombin induced process|Process
http://snomed.info/id/737096006|http://www.w3.org/2004/02/skos/core#altLabel|Tissue factor induced coagulation process|Process
http://snomed.info/id/737097002|http://www.w3.org/2004/02/skos/core#prefLabel|Intrinsic pathway coagulation process|Process
http://snomed.info/id/737097002|http://www.w3.org/2004/02/skos/core#altLabel|Activated partial prothrombin induced process|Process
http://snomed.info/id/737097002|http://www.w3.org/2004/02/skos/core#altLabel|Surface induced coagulation process|Process
http://snomed.info/id/737098007|http://www.w3.org/2004/02/skos/core#prefLabel|Common pathway coagulation process|Process
http://snomed.info/id/737098007|http://www.w3.org/2004/02/skos/core#altLabel|Thrombin induced coagulation process|Process
http://snomed.info/id/737100007|http://www.w3.org/2004/02/skos/core#prefLabel|Dilute Russell viper venom induced coagulation process|Process
http://snomed.info/id/737100007|http://www.w3.org/2004/02/skos/core#altLabel|dRVVT (dilute Russell viper venom time) induced coagulation process|Process
http://snomed.info/id/737101006|http://www.w3.org/2004/02/skos/core#prefLabel|Reptilase induced coagulation process|Process
http://snomed.info/id/737102004|http://www.w3.org/2004/02/skos/core#prefLabel|Automated test strip technique|Technique
http://snomed.info/id/737103009|http://www.w3.org/2004/02/skos/core#prefLabel|Manual test strip technique|Technique
http://snomed.info/id/737104003|http://www.w3.org/2004/02/skos/core#prefLabel|Predicted by Cockcroft-Gault formula|Technique
http://snomed.info/id/737105002|http://www.w3.org/2004/02/skos/core#prefLabel|Glomerular filtration rate calculation technique|Technique
http://snomed.info/id/737105002|http://www.w3.org/2004/02/skos/core#altLabel|GFR (glomerular filtration rate) calculation technique|Technique
http://snomed.info/id/737106001|http://www.w3.org/2004/02/skos/core#prefLabel|Chromosome-specific cell free deoxyribonucleic acid dosage calculation technique|Technique
http://snomed.info/id/737106001|http://www.w3.org/2004/02/skos/core#altLabel|Chromosome-specific cell free DNA dosage calculation technique|Technique
http://snomed.info/id/737107005|http://www.w3.org/2004/02/skos/core#prefLabel|Immunoglobulin G index calculation technique|Technique
http://snomed.info/id/737107005|http://www.w3.org/2004/02/skos/core#altLabel|IgG index calculation technique|Technique
http://snomed.info/id/737108000|http://www.w3.org/2004/02/skos/core#prefLabel|Immunoglobulin G synthesis rate calculation technique|Technique
http://snomed.info/id/737108000|http://www.w3.org/2004/02/skos/core#altLabel|IgG synthesis rate calculation technique|Technique
http://snomed.info/id/737109008|http://www.w3.org/2004/02/skos/core#prefLabel|Free thyroxine index calculation technique|Technique
http://snomed.info/id/737109008|http://www.w3.org/2004/02/skos/core#altLabel|FT4I (free thyroxine index) calculation technique|Technique
http://snomed.info/id/737109008|http://www.w3.org/2004/02/skos/core#altLabel|FTI (free thyroxine index) calculation technique|Technique
http://snomed.info/id/737110003|http://www.w3.org/2004/02/skos/core#prefLabel|Free androgen index calculation technique|Technique
http://snomed.info/id/737111004|http://www.w3.org/2004/02/skos/core#prefLabel|Coagulation factor assay technique|Technique
http://snomed.info/id/737112006|http://www.w3.org/2004/02/skos/core#prefLabel|Diatomaceous earth induced coagulation technique|Technique
http://snomed.info/id/737113001|http://www.w3.org/2004/02/skos/core#prefLabel|International normalised ratio calculation technique|Technique
http://snomed.info/id/737113001|http://www.w3.org/2004/02/skos/core#prefLabel|International normalized ratio calculation technique|Technique
http://snomed.info/id/737113001|http://www.w3.org/2004/02/skos/core#altLabel|INR (international normalised ratio) calculation technique|Technique
http://snomed.info/id/737113001|http://www.w3.org/2004/02/skos/core#altLabel|INR (international normalized ratio) calculation technique|Technique
http://snomed.info/id/737114007|http://www.w3.org/2004/02/skos/core#prefLabel|Factor substitution technique|Technique
http://snomed.info/id/737115008|http://www.w3.org/2004/02/skos/core#prefLabel|Hexagonal phase phospholipid technique|Technique
http://snomed.info/id/737116009|http://www.w3.org/2004/02/skos/core#prefLabel|Lupus sensitive technique|Technique
http://snomed.info/id/737117000|http://www.w3.org/2004/02/skos/core#prefLabel|Lupus sensitive percent correction technique|Technique
http://snomed.info/id/737118005|http://www.w3.org/2004/02/skos/core#prefLabel|Lupus sensitive excess phospholipid technique|Technique
http://snomed.info/id/737119002|http://www.w3.org/2004/02/skos/core#prefLabel|Dilute Russell viper venom percent correction technique|Technique
http://snomed.info/id/737119002|http://www.w3.org/2004/02/skos/core#altLabel|dRVVT (dilute Russell viper venom time) percent correction technique|Technique
http://snomed.info/id/737120008|http://www.w3.org/2004/02/skos/core#prefLabel|Dilute Russell viper venom excess phospholipid technique|Technique
http://snomed.info/id/737120008|http://www.w3.org/2004/02/skos/core#altLabel|dRVVT (dilute Russell viper venom time) excess phospholipid technique|Technique
http://snomed.info/id/737382006|http://www.w3.org/2004/02/skos/core#prefLabel|Post addition of known amount of thyroglobulin|Precondition value
http://snomed.info/id/737537008|http://www.w3.org/2004/02/skos/core#prefLabel|Calculation based on general population risk|Technique
http://snomed.info/id/737538003|http://www.w3.org/2004/02/skos/core#prefLabel|Calculation based on maternal age|Technique
http://snomed.info/id/737552001|http://www.w3.org/2004/02/skos/core#prefLabel|Interleukin 5 receptor antagonist|Disposition
http://snomed.info/id/737553006|http://www.w3.org/2004/02/skos/core#prefLabel|Interleukin 4 receptor alpha antagonist|Disposition
http://snomed.info/id/737572006|http://www.w3.org/2004/02/skos/core#prefLabel|PCSK9 inhibitor|Disposition
http://snomed.info/id/737572006|http://www.w3.org/2004/02/skos/core#altLabel|Proprotein convertase subtilisin/kexin type 9 inhibitor|Disposition
http://snomed.info/id/737594003|http://www.w3.org/2004/02/skos/core#prefLabel|Delayed-release and prolonged-release|Dose form release characteristic
http://snomed.info/id/737596001|http://www.w3.org/2004/02/skos/core#prefLabel|Dual delayed-release|Dose form release characteristic
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#prefLabel|Morning|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#altLabel|During morning|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#altLabel|In the morning|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#altLabel|am - ante meridiem|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#altLabel|ante meridiem|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#altLabel|mane|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/73775008|http://www.w3.org/2004/02/skos/core#altLabel|om - omni mane|Descriptor + Special atomic mapping values + Time frame
http://snomed.info/id/7380002|http://www.w3.org/2004/02/skos/core#prefLabel|Monophasic|Descriptor
http://snomed.info/id/73847003|http://www.w3.org/2004/02/skos/core#prefLabel|Club shape|Descriptor
http://snomed.info/id/738549007|http://www.w3.org/2004/02/skos/core#prefLabel|Advanced multiple-beam equalisation radiography|Technique
http://snomed.info/id/738549007|http://www.w3.org/2004/02/skos/core#prefLabel|Advanced multiple-beam equalization radiography|Technique
http://snomed.info/id/738549007|http://www.w3.org/2004/02/skos/core#altLabel|AMBER - advanced multiple-beam equalisation radiography|Technique
http://snomed.info/id/738549007|http://www.w3.org/2004/02/skos/core#altLabel|AMBER - advanced multiple-beam equalization radiography|Technique
http://snomed.info/id/7389001|http://www.w3.org/2004/02/skos/core#prefLabel|Time frame|Time frame
http://snomed.info/id/738904002|http://www.w3.org/2004/02/skos/core#prefLabel|Cutaneous|Dose form intended site
http://snomed.info/id/738906000|http://www.w3.org/2004/02/skos/core#prefLabel|Dental|Dose form intended site
http://snomed.info/id/738908004|http://www.w3.org/2004/02/skos/core#prefLabel|Endocervical|Dose form intended site
http://snomed.info/id/738910002|http://www.w3.org/2004/02/skos/core#prefLabel|Gastroenteral|Dose form intended site
http://snomed.info/id/738943003|http://www.w3.org/2004/02/skos/core#prefLabel|Gingival|Dose form intended site
http://snomed.info/id/738945005|http://www.w3.org/2004/02/skos/core#prefLabel|Intrauterine|Dose form intended site
http://snomed.info/id/738946006|http://www.w3.org/2004/02/skos/core#prefLabel|Intravesical|Dose form intended site
http://snomed.info/id/738948007|http://www.w3.org/2004/02/skos/core#prefLabel|Nasal|Dose form intended site
http://snomed.info/id/738952007|http://www.w3.org/2004/02/skos/core#prefLabel|Ocular|Dose form intended site
http://snomed.info/id/738956005|http://www.w3.org/2004/02/skos/core#prefLabel|Oral|Dose form intended site
http://snomed.info/id/738982001|http://www.w3.org/2004/02/skos/core#prefLabel|Oromucosal|Dose form intended site
http://snomed.info/id/738983006|http://www.w3.org/2004/02/skos/core#prefLabel|Otic|Dose form intended site
http://snomed.info/id/738984000|http://www.w3.org/2004/02/skos/core#prefLabel|Parenteral|Dose form intended site
http://snomed.info/id/738985004|http://www.w3.org/2004/02/skos/core#prefLabel|Pulmonary|Dose form intended site
http://snomed.info/id/738986003|http://www.w3.org/2004/02/skos/core#prefLabel|Rectal|Dose form intended site
http://snomed.info/id/738987007|http://www.w3.org/2004/02/skos/core#prefLabel|Transdermal|Dose form intended site
http://snomed.info/id/738988002|http://www.w3.org/2004/02/skos/core#prefLabel|Urethral|Dose form intended site
http://snomed.info/id/738989005|http://www.w3.org/2004/02/skos/core#prefLabel|Vaginal|Dose form intended site
http://snomed.info/id/738990001|http://www.w3.org/2004/02/skos/core#prefLabel|Administer|Dose form administration method
http://snomed.info/id/738991002|http://www.w3.org/2004/02/skos/core#prefLabel|Apply|Dose form administration method
http://snomed.info/id/738992009|http://www.w3.org/2004/02/skos/core#prefLabel|Chew|Dose form administration method
http://snomed.info/id/738993004|http://www.w3.org/2004/02/skos/core#prefLabel|Insert|Dose form administration method
http://snomed.info/id/738994005|http://www.w3.org/2004/02/skos/core#prefLabel|Instill|Dose form administration method
http://snomed.info/id/738995006|http://www.w3.org/2004/02/skos/core#prefLabel|Swallow|Dose form administration method
http://snomed.info/id/738996007|http://www.w3.org/2004/02/skos/core#prefLabel|Spray|Dose form administration method
http://snomed.info/id/738997003|http://www.w3.org/2004/02/skos/core#prefLabel|Elixir|Basic dose form
http://snomed.info/id/738998008|http://www.w3.org/2004/02/skos/core#prefLabel|Emulsion|Basic dose form
http://snomed.info/id/739000003|http://www.w3.org/2004/02/skos/core#prefLabel|Lotion|Basic dose form
http://snomed.info/id/739001004|http://www.w3.org/2004/02/skos/core#prefLabel|Lyophilisate|Basic dose form
http://snomed.info/id/739002006|http://www.w3.org/2004/02/skos/core#prefLabel|Paste|Basic dose form
http://snomed.info/id/739003001|http://www.w3.org/2004/02/skos/core#prefLabel|Patch|Basic dose form
http://snomed.info/id/739005008|http://www.w3.org/2004/02/skos/core#prefLabel|Powder|Basic dose form
http://snomed.info/id/739006009|http://www.w3.org/2004/02/skos/core#prefLabel|Solution|Basic dose form
http://snomed.info/id/739007000|http://www.w3.org/2004/02/skos/core#prefLabel|Stick|Basic dose form
http://snomed.info/id/739008005|http://www.w3.org/2004/02/skos/core#prefLabel|Suspension|Basic dose form
http://snomed.info/id/739009002|http://www.w3.org/2004/02/skos/core#prefLabel|Syrup|Basic dose form
http://snomed.info/id/739010007|http://www.w3.org/2004/02/skos/core#prefLabel|Tape|Basic dose form
http://snomed.info/id/739029001|http://www.w3.org/2004/02/skos/core#prefLabel|Four hours specimen|Precondition value
http://snomed.info/id/739029001|http://www.w3.org/2004/02/skos/core#altLabel|4H specimen|Precondition value
http://snomed.info/id/739030006|http://www.w3.org/2004/02/skos/core#prefLabel|a.m. peak specimen|Precondition value
http://snomed.info/id/739031005|http://www.w3.org/2004/02/skos/core#prefLabel|p.m. trough specimen|Precondition value
http://snomed.info/id/739147005|http://www.w3.org/2004/02/skos/core#prefLabel|Rectal suspension spray|Pharmaceutical dose form
http://snomed.info/id/739147005|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release suspension for rectal spray|Pharmaceutical dose form
http://snomed.info/id/739148000|http://www.w3.org/2004/02/skos/core#prefLabel|Rectal solution spray|Pharmaceutical dose form
http://snomed.info/id/739148000|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release solution for rectal spray|Pharmaceutical dose form
http://snomed.info/id/739371005|http://www.w3.org/2004/02/skos/core#prefLabel|Vaginal suspension spray|Pharmaceutical dose form
http://snomed.info/id/739371005|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release suspension for vaginal spray|Pharmaceutical dose form
http://snomed.info/id/739372003|http://www.w3.org/2004/02/skos/core#prefLabel|Vaginal solution spray|Pharmaceutical dose form
http://snomed.info/id/739372003|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release solution for vaginal spray|Pharmaceutical dose form
http://snomed.info/id/739662008|http://www.w3.org/2004/02/skos/core#prefLabel|Vaginal tampon|Pharmaceutical dose form
http://snomed.info/id/739662008|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release vaginal tampon|Pharmaceutical dose form
http://snomed.info/id/73979006|http://www.w3.org/2004/02/skos/core#prefLabel|Endogenous|Descriptor + Special atomic mapping values
http://snomed.info/id/7403002|http://www.w3.org/2004/02/skos/core#prefLabel|Orthodontic|Descriptor
http://snomed.info/id/740548000|http://www.w3.org/2004/02/skos/core#prefLabel|Urethral dose form|Pharmaceutical dose form
http://snomed.info/id/740575007|http://www.w3.org/2004/02/skos/core#prefLabel|Intravesical dose form|Pharmaceutical dose form
http://snomed.info/id/740596000|http://www.w3.org/2004/02/skos/core#prefLabel|Cutaneous dose form|Pharmaceutical dose form
http://snomed.info/id/740666001|http://www.w3.org/2004/02/skos/core#prefLabel|Inhale|Dose form administration method
http://snomed.info/id/740685003|http://www.w3.org/2004/02/skos/core#prefLabel|Inject|Dose form administration method
http://snomed.info/id/741000124103|http://www.w3.org/2004/02/skos/core#prefLabel|Dorsoventral|Spatial and relational concepts
http://snomed.info/id/741013008|http://www.w3.org/2004/02/skos/core#prefLabel|Alpha-glucosidase inhibitor|Disposition
http://snomed.info/id/741014002|http://www.w3.org/2004/02/skos/core#prefLabel|Tryptophan hydroxylase inhibitor|Disposition
http://snomed.info/id/741015001|http://www.w3.org/2004/02/skos/core#prefLabel|Thymidine phosphorylase inhibitor|Disposition
http://snomed.info/id/741016000|http://www.w3.org/2004/02/skos/core#prefLabel|Polyadenosine 5'-diphosphoribose polymerase inhibitor|Disposition
http://snomed.info/id/741016000|http://www.w3.org/2004/02/skos/core#altLabel|PARP (polyadenosine 5'-diphosphoribose polymerase) inhibitor|Disposition
http://snomed.info/id/741072006|http://www.w3.org/2004/02/skos/core#prefLabel|Peptide hydrolase|Disposition
http://snomed.info/id/741073001|http://www.w3.org/2004/02/skos/core#prefLabel|Neonatal intensive care service|Services, facilities and utilities
http://snomed.info/id/741074007|http://www.w3.org/2004/02/skos/core#prefLabel|Serine protease|Disposition
http://snomed.info/id/741469005|http://www.w3.org/2004/02/skos/core#prefLabel|Selective adhesion molecule inhibitor|Disposition
http://snomed.info/id/741815002|http://www.w3.org/2004/02/skos/core#prefLabel|Detection limit equal to or less than 1.0 mg/L|Technique
http://snomed.info/id/741815002|http://www.w3.org/2004/02/skos/core#altLabel|Measurement technique with detection limit equal to or less than 1.0 mg/L|Technique
http://snomed.info/id/74188005|http://www.w3.org/2004/02/skos/core#prefLabel|Medical|Descriptor
http://snomed.info/id/74314007|http://www.w3.org/2004/02/skos/core#prefLabel|Subclinical|Descriptor
http://snomed.info/id/74551000|http://www.w3.org/2004/02/skos/core#prefLabel|Circumference|Property
http://snomed.info/id/74570005|http://www.w3.org/2004/02/skos/core#prefLabel|Gynaecologic|Descriptor
http://snomed.info/id/74570005|http://www.w3.org/2004/02/skos/core#prefLabel|Gynecologic|Descriptor
http://snomed.info/id/745991000|http://www.w3.org/2004/02/skos/core#prefLabel|Oromucosal dose form|Pharmaceutical dose form
http://snomed.info/id/746008008|http://www.w3.org/2004/02/skos/core#prefLabel|Gingival dose form|Pharmaceutical dose form
http://snomed.info/id/74778001|http://www.w3.org/2004/02/skos/core#prefLabel|Inoperable|Descriptor
http://snomed.info/id/74822006|http://www.w3.org/2004/02/skos/core#prefLabel|Recovering from|General information qualifier
http://snomed.info/id/74822006|http://www.w3.org/2004/02/skos/core#altLabel|Recovering from (contextual qualifier)|General information qualifier
http://snomed.info/id/74832004|http://www.w3.org/2004/02/skos/core#prefLabel|Confluent|Descriptor + Special atomic mapping values
http://snomed.info/id/74962006|http://www.w3.org/2004/02/skos/core#prefLabel|Quicksand|Any hazardous entity
http://snomed.info/id/74964007|http://www.w3.org/2004/02/skos/core#prefLabel|Other|Descriptor
http://snomed.info/id/74996004|http://www.w3.org/2004/02/skos/core#prefLabel|Confirmation of|General information qualifier
http://snomed.info/id/74996004|http://www.w3.org/2004/02/skos/core#altLabel|Confirmation of (contextual qualifier)|General information qualifier
http://snomed.info/id/75134009|http://www.w3.org/2004/02/skos/core#prefLabel|Not examined for|General information qualifier
http://snomed.info/id/75134009|http://www.w3.org/2004/02/skos/core#altLabel|Not examined for (contextual qualifier)|General information qualifier
http://snomed.info/id/7528007|http://www.w3.org/2004/02/skos/core#prefLabel|Return to|Special information qualifier
http://snomed.info/id/7528007|http://www.w3.org/2004/02/skos/core#altLabel|Return to (contextual qualifier)|Special information qualifier
http://snomed.info/id/7529004|http://www.w3.org/2004/02/skos/core#prefLabel|Skating|Sport
http://snomed.info/id/75294000|http://www.w3.org/2004/02/skos/core#prefLabel|Descending|Descriptor
http://snomed.info/id/75335000|http://www.w3.org/2004/02/skos/core#prefLabel|Scuba diving|Sport
http://snomed.info/id/75508005|http://www.w3.org/2004/02/skos/core#prefLabel|Dissecting|Descriptor
http://snomed.info/id/75540009|http://www.w3.org/2004/02/skos/core#prefLabel|High|Descriptor + Findings values
http://snomed.info/id/75540009|http://www.w3.org/2004/02/skos/core#altLabel|Elevated|Descriptor + Findings values
http://snomed.info/id/75554001|http://www.w3.org/2004/02/skos/core#prefLabel|With permission of|General information qualifier
http://snomed.info/id/75554001|http://www.w3.org/2004/02/skos/core#altLabel|With permission of (contextual qualifier)|General information qualifier
http://snomed.info/id/75741005|http://www.w3.org/2004/02/skos/core#prefLabel|Sporadic|Descriptor
http://snomed.info/id/75749007|http://www.w3.org/2004/02/skos/core#prefLabel|Aikido|Sport
http://snomed.info/id/75800005|http://www.w3.org/2004/02/skos/core#prefLabel|C4 certainty|Findings values
http://snomed.info/id/75800005|http://www.w3.org/2004/02/skos/core#altLabel|C4 - TNM certainty factor|Findings values
http://snomed.info/id/758637006|http://www.w3.org/2004/02/skos/core#prefLabel|Anatomic location (property)|Property
http://snomed.info/id/758637006|http://www.w3.org/2004/02/skos/core#altLabel|Anatomic location|Property
http://snomed.info/id/758638001|http://www.w3.org/2004/02/skos/core#prefLabel|Geographical location (property)|Property
http://snomed.info/id/758638001|http://www.w3.org/2004/02/skos/core#altLabel|Geographical location|Property
http://snomed.info/id/758639009|http://www.w3.org/2004/02/skos/core#prefLabel|Patient result divided by control result calculation technique|Technique
http://snomed.info/id/758679000|http://www.w3.org/2004/02/skos/core#prefLabel|Strip|Basic dose form
http://snomed.info/id/75976002|http://www.w3.org/2004/02/skos/core#prefLabel|Mild risk of|Special information qualifier
http://snomed.info/id/75976002|http://www.w3.org/2004/02/skos/core#altLabel|Mild risk of (contextual qualifier)|Special information qualifier
http://snomed.info/id/76018003|http://www.w3.org/2004/02/skos/core#prefLabel|Virologic|Descriptor + Modifier related to basic sciences
http://snomed.info/id/76018003|http://www.w3.org/2004/02/skos/core#altLabel|Virological|Descriptor + Modifier related to basic sciences
http://snomed.info/id/76070002|http://www.w3.org/2004/02/skos/core#prefLabel|Triple|Descriptor
http://snomed.info/id/76070002|http://www.w3.org/2004/02/skos/core#altLabel|Triplet|Descriptor
http://snomed.info/id/76070002|http://www.w3.org/2004/02/skos/core#altLabel|Triplicate|Descriptor
http://snomed.info/id/761000124104|http://www.w3.org/2004/02/skos/core#prefLabel|Dorsolateral|Spatial and relational concepts
http://snomed.info/id/76104008|http://www.w3.org/2004/02/skos/core#prefLabel|Not confirmed by|General information qualifier
http://snomed.info/id/76104008|http://www.w3.org/2004/02/skos/core#altLabel|Not confirmed by (contextual qualifier)|General information qualifier
http://snomed.info/id/761829007|http://www.w3.org/2004/02/skos/core#prefLabel|Sublingual|Dose form intended site
http://snomed.info/id/761845009|http://www.w3.org/2004/02/skos/core#prefLabel|Transdermal dose form|Pharmaceutical dose form
http://snomed.info/id/761876003|http://www.w3.org/2004/02/skos/core#prefLabel|Lyophilised powder|Basic dose form
http://snomed.info/id/761876003|http://www.w3.org/2004/02/skos/core#prefLabel|Lyophilized powder|Basic dose form
http://snomed.info/id/761877007|http://www.w3.org/2004/02/skos/core#prefLabel|Effervescent tablet|Basic dose form
http://snomed.info/id/761897002|http://www.w3.org/2004/02/skos/core#prefLabel|Effervescent granules|Basic dose form
http://snomed.info/id/761899004|http://www.w3.org/2004/02/skos/core#prefLabel|Powder for rectal solution|Pharmaceutical dose form
http://snomed.info/id/761899004|http://www.w3.org/2004/02/skos/core#altLabel|Powder for conventional release rectal solution|Pharmaceutical dose form
http://snomed.info/id/761900009|http://www.w3.org/2004/02/skos/core#prefLabel|Eye drops emulsion|Pharmaceutical dose form
http://snomed.info/id/761900009|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release emulsion for eye drops|Pharmaceutical dose form
http://snomed.info/id/761900009|http://www.w3.org/2004/02/skos/core#altLabel|Ophthalmic drops emulsion|Pharmaceutical dose form
http://snomed.info/id/761901008|http://www.w3.org/2004/02/skos/core#prefLabel|Granules for gastro-resistant oral suspension|Pharmaceutical dose form
http://snomed.info/id/761901008|http://www.w3.org/2004/02/skos/core#altLabel|Delayed-release granules for oral suspension|Pharmaceutical dose form
http://snomed.info/id/761905004|http://www.w3.org/2004/02/skos/core#prefLabel|Oromucosal spray solution|Pharmaceutical dose form
http://snomed.info/id/761905004|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release solution for oromucosal spray|Pharmaceutical dose form
http://snomed.info/id/761906003|http://www.w3.org/2004/02/skos/core#prefLabel|Oromucosal suspension spray|Pharmaceutical dose form
http://snomed.info/id/761906003|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release suspension for oromucosal spray|Pharmaceutical dose form
http://snomed.info/id/761907007|http://www.w3.org/2004/02/skos/core#prefLabel|Powder for intravesical suspension|Pharmaceutical dose form
http://snomed.info/id/761907007|http://www.w3.org/2004/02/skos/core#altLabel|Powder for conventional release intravesical suspension|Pharmaceutical dose form
http://snomed.info/id/761954006|http://www.w3.org/2004/02/skos/core#prefLabel|No transformation|Dose form transformation
http://snomed.info/id/76196003|http://www.w3.org/2004/02/skos/core#prefLabel|Cavernous|Descriptor
http://snomed.info/id/761996005|http://www.w3.org/2004/02/skos/core#prefLabel|Estimation technique|Technique
http://snomed.info/id/761997001|http://www.w3.org/2004/02/skos/core#prefLabel|Epinephrine induced coagulation technique|Technique
http://snomed.info/id/761998006|http://www.w3.org/2004/02/skos/core#prefLabel|Percent correction technique|Technique
http://snomed.info/id/761999003|http://www.w3.org/2004/02/skos/core#prefLabel|Lupus sensitive with 1:1 pooled normal plasma technique|Technique
http://snomed.info/id/762000009|http://www.w3.org/2004/02/skos/core#prefLabel|Platelet aggregation process|Process
http://snomed.info/id/762064002|http://www.w3.org/2004/02/skos/core#prefLabel|Eye emulsion|Pharmaceutical dose form
http://snomed.info/id/762064002|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release eye emulsion|Pharmaceutical dose form
http://snomed.info/id/762064002|http://www.w3.org/2004/02/skos/core#altLabel|Ophthalmic emulsion|Pharmaceutical dose form
http://snomed.info/id/762065001|http://www.w3.org/2004/02/skos/core#prefLabel|Cutaneous lotion|Pharmaceutical dose form
http://snomed.info/id/762065001|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release cutaneous lotion|Pharmaceutical dose form
http://snomed.info/id/762070008|http://www.w3.org/2004/02/skos/core#prefLabel|Intraocular|Dose form intended site
http://snomed.info/id/762071007|http://www.w3.org/2004/02/skos/core#prefLabel|Intraocular dose form|Pharmaceutical dose form
http://snomed.info/id/762072000|http://www.w3.org/2004/02/skos/core#prefLabel|Cutaneous tape|Pharmaceutical dose form
http://snomed.info/id/762072000|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release cutaneous tape|Pharmaceutical dose form
http://snomed.info/id/76234009|http://www.w3.org/2004/02/skos/core#prefLabel|Operable|Descriptor
http://snomed.info/id/762636008|http://www.w3.org/2004/02/skos/core#prefLabel|Duration|Property
http://snomed.info/id/762636008|http://www.w3.org/2004/02/skos/core#altLabel|Duration (property)|Property
http://snomed.info/id/762639001|http://www.w3.org/2004/02/skos/core#prefLabel|Specimen aging process|Process
http://snomed.info/id/762642007|http://www.w3.org/2004/02/skos/core#prefLabel|At time of measurement|Precondition value
http://snomed.info/id/762643002|http://www.w3.org/2004/02/skos/core#prefLabel|At time of procedure|Precondition value
http://snomed.info/id/762644008|http://www.w3.org/2004/02/skos/core#prefLabel|Estimation of bone maturation technique|Technique
http://snomed.info/id/76277005|http://www.w3.org/2004/02/skos/core#prefLabel|Pretension for|General information qualifier
http://snomed.info/id/76277005|http://www.w3.org/2004/02/skos/core#altLabel|Pretense for|General information qualifier
http://snomed.info/id/76277005|http://www.w3.org/2004/02/skos/core#altLabel|Pretension for (contextual qualifier)|General information qualifier
http://snomed.info/id/762893001|http://www.w3.org/2004/02/skos/core#prefLabel|Transdermal ointment|Pharmaceutical dose form
http://snomed.info/id/762893001|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release transdermal ointment|Pharmaceutical dose form
http://snomed.info/id/762895008|http://www.w3.org/2004/02/skos/core#prefLabel|Granules for oromucosal solution|Pharmaceutical dose form
http://snomed.info/id/762895008|http://www.w3.org/2004/02/skos/core#altLabel|Granules for conventional release oromucosal solution|Pharmaceutical dose form
http://snomed.info/id/762918005|http://www.w3.org/2004/02/skos/core#prefLabel|Logarithmic arbitrary concentration (property)|Property
http://snomed.info/id/762918005|http://www.w3.org/2004/02/skos/core#altLabel|Logarithmic arbitrary concentration|Property
http://snomed.info/id/762918005|http://www.w3.org/2004/02/skos/core#altLabel|log arbitrary concentration|Property
http://snomed.info/id/762948008|http://www.w3.org/2004/02/skos/core#prefLabel|Effervescent powder|Basic dose form
http://snomed.info/id/763034004|http://www.w3.org/2004/02/skos/core#prefLabel|Dehydrogenase inhibitor|Disposition
http://snomed.info/id/763036002|http://www.w3.org/2004/02/skos/core#prefLabel|Isocitrate dehydrogenase-2 inhibitor|Disposition
http://snomed.info/id/763036002|http://www.w3.org/2004/02/skos/core#altLabel|IDH2 inhibitor|Disposition
http://snomed.info/id/763126008|http://www.w3.org/2004/02/skos/core#prefLabel|Cytomegalovirus terminase complex inhibitor|Disposition
http://snomed.info/id/763126008|http://www.w3.org/2004/02/skos/core#altLabel|CMV terminase complex inhibitor|Disposition
http://snomed.info/id/763159006|http://www.w3.org/2004/02/skos/core#prefLabel|Imidazoline receptor agonist|Disposition
http://snomed.info/id/763167003|http://www.w3.org/2004/02/skos/core#prefLabel|Androgen receptor antagonist|Disposition
http://snomed.info/id/763194004|http://www.w3.org/2004/02/skos/core#prefLabel|Hormone receptor antagonist|Disposition
http://snomed.info/id/763195003|http://www.w3.org/2004/02/skos/core#prefLabel|Cannabinoid receptor agonist|Disposition
http://snomed.info/id/763197006|http://www.w3.org/2004/02/skos/core#prefLabel|Dopamine reuptake inhibitor|Disposition
